Education,Relation_status,Seniority(in Years),Has_child,Children,Cluster,Age_group,Income_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
Postgraduate,In couple,10.50,Has child,1 child,Need attention,Senior,Low to medium income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.79,Has child,2 children,High potential,Senior,Low to medium income,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,9.43,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.78,Has child,2 children,High potential,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,10.44,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer
Postgraduate,In couple,10.27,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.96,Has child,2 children,Leaky bucket,Mature,Medium to high income,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,8.79,Has child,1 child,Stars,Senior,Medium to high income,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer
Undergraduate,In couple,10.47,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.04,Has child,1 child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,10.02,No child,No child,High potential,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,10.35,Has child,1 child,High potential,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.74,Has child,1 child,High potential,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.22,Has child,1 child,Need attention,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
Postgraduate,In couple,9.75,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,10.47,No child,No child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.76,Has child,2 children,Need attention,Senior,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.21,No child,No child,Need attention,Adult,Low to medium income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.81,Has child,2 children,Leaky bucket,Senior,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,9.35,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.62,Has child,1 child,Leaky bucket,Senior,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.25,Has child,1 child,Stars,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.53,Has child,1 child,Leaky bucket,Adult,Low income,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.12,Has child,1 child,Stars,Senior,High income,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.91,No child,No child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,10.38,Has child,1 child,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,10.48,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Undergraduate,In couple,9.57,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.52,Has child,1 child,High potential,Adult,Low to medium income,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Frequent consumer
Undergraduate,In couple,10.59,Has child,1 child,Need attention,Senior,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.71,Has child,2 children,Leaky bucket,Senior,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.42,No child,No child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.59,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.94,No child,No child,Need attention,Adult,High income,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.51,No child,No child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.34,Has child,3 children,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,9.87,Has child,1 child,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,Alone,9.99,No child,No child,Need attention,Mature,High income,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer
Postgraduate,In couple,9.52,No child,No child,Stars,Senior,High income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Undergraduate,In couple,10.56,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.15,No child,No child,Stars,Senior,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
Postgraduate,In couple,8.92,Has child,1 child,Leaky bucket,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.43,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.82,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,9.02,Has child,1 child,Leaky bucket,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,Alone,10.58,Has child,2 children,High potential,Mature,Low income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
Postgraduate,Alone,9.10,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.12,Has child,2 children,Leaky bucket,Mature,Low to medium income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,10.09,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.02,No child,No child,Leaky bucket,Senior,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.13,Has child,1 child,Stars,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.28,No child,No child,Stars,Senior,High income,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.95,Has child,1 child,Leaky bucket,Mature,Low income,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,8.95,Has child,3 children,Leaky bucket,Mature,Low to medium income,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,9.67,Has child,2 children,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.40,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Non consumer
Postgraduate,In couple,9.22,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,10.47,No child,No child,Need attention,Mature,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.10,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.43,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.69,Has child,1 child,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Undergraduate,In couple,8.82,Has child,1 child,Leaky bucket,Adult,Low income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
Undergraduate,Alone,8.85,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.12,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,8.99,Has child,1 child,Stars,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,Alone,9.11,Has child,1 child,Leaky bucket,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,10.40,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.01,Has child,1 child,Stars,Adult,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.60,Has child,1 child,Leaky bucket,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,Alone,9.76,No child,No child,Need attention,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Undergraduate,Alone,9.36,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.70,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
Postgraduate,Alone,10.06,Has child,1 child,Need attention,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.95,No child,No child,Need attention,Adult,High income,Frequent consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.20,No child,No child,Stars,Adult,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.28,Has child,2 children,Leaky bucket,Adult,Low to medium income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.01,Has child,1 child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,Alone,9.69,No child,No child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer
Postgraduate,In couple,9.13,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.61,Has child,1 child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.99,Has child,1 child,Stars,Senior,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.15,No child,No child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
